4729	6834	1
990	5445	1
2280	6263	1
51614	10948	1
5601	5268	1
60496	159	1
54707	5439	1
5630	7431	1
327	80021	1
830	30011	1
27243	10342	1
54606	30846	1
79039	100129237	1
7965	27037	1
1716	9892	1
8563	79882	1
55509	1054	1
23028	84449	1
2668	4289	1
10904	8631	1
3981	10102	1
5901	7175	1
2539	84936	1
7798	22981	1
3032	4609	1
23197	10245	1
80155	5709	1
1314	4867	1
55832	51021	1
2065	2260	1
55795	5590	1
9374	6829	1
310	3431	1
440023	5359	1
8503	84460	1
94005	79867	1
54984	646966	1
1659	51634	1
10437	7078	1
51320	26986	1
5682	5684	1
64689	25865	1
200895	6906	1
10328	79600	1
54629	10672	1
10476	7419	1
55193	6601	1
9873	7454	1
224	55832	1
4000	293	1
6387	1803	1
10992	9984	1
1736	10199	1
4103	442454	1
91647	57144	1
26747	51552	1
64983	64949	1
144717	4952	1
8452	729340	1
259266	4673	1
7070	51663	1
1660	653773	1
51444	4089	1
143471	5706	1
1981	10146	1
1956	7097	1
54507	80830	1
4171	400013	1
3094	51506	1
55170	9887	1
1213	4790	1
6745	6747	1
55929	10761	1
231	5375	1
5110	55681	1
3927	5987	1
8214	9189	1
1938	3985	1
23268	8976	1
5578	8402	1
4850	55284	1
10499	9970	1
1429	3958	1
342371	9146	1
25	284086	1
539	83878	1
55170	11196	1
55832	649330	1
836	5925	1
51202	55742	1
8454	2193	1
728340	2968	1
25814	55969	1
80011	5698	1
4548	7165	1
54531	84108	1
10681	4291	1
10421	51426	1
8214	222546	1
729494	1071	1
816	5912	1
55692	5411	1
79637	220082	1
468	10538	1
84163	4291	1
6390	91373	1
3106	11171	1
31	6464	1
29959	7083	1
1639	10527	1
1958	4664	1
9093	8328	1
5585	5329	1
10152	3880	1
5700	5719	1
27185	22891	1
10075	7332	1
2274	55970	1
1629	7133	1
80125	84289	1
10534	29979	1
1455	6272	1
7398	124739	1
9826	1398	1
8513	90678	1
3306	23640	1
223	2664	1
79711	26092	1
1399	2057	1
54165	150678	1
5682	10484	1
29894	8189	1
9112	10492	1
57506	9927	1
5700	5709	1
29978	9736	1
51205	1717	1
8879	7419	1
1017	7798	1
8454	103910	1
85476	55110	1
1622	54972	1
6789	9217	1
472	29948	1
147700	4791	1
8312	3728	1
6156	728553	1
55207	7879	1
2318	2294	1
328	4234	1
653773	388556	1
84708	29922	1
3428	7157	1
664709	286205	1
1650	26123	1
8454	6491	1
221	125115	1
9402	11030	1
8653	4957	1
11345	3183	1
51474	7414	1
967	3688	1
3221	23637	1
8925	26994	1
4809	284695	1
55388	9730	1
10726	10113	1
10513	10488	1
774	7332	1
1633	7064	1
3339	55660	1
4739	222546	1
39	29101	1
2314	4641	1
5198	6449	1
6117	6119	1
55967	4724	1
10087	266812	1
7182	51634	1
283899	29844	1
64112	9984	1
87	8648	1
4836	4904	1
2697	4701	1
11007	2059	1
664709	51649	1
3192	27044	1
9179	24149	1
64423	8826	1
6011	94239	1
11345	7307	1
56925	5494	1
1050	1054	1
3192	55922	1
197259	11035	1
84445	9654	1
55768	84866	1
90353	9457	1
2033	3659	1
55165	55048	1
51562	8676	1
2067	2072	1
8454	4904	1
1400	7083	1
16	155370	1
147872	23367	1
7913	10813	1
2219	5806	1
84445	84460	1
57414	200728	1
2298	200350	1
10827	3813	1
2073	96764	1
644	84816	1
4010	100131851	1
6500	7321	1
10142	51322	1
29126	57508	1
837	2934	1
675	7316	1
83461	6500	1
84675	51377	1
136371	3303	1
51164	10671	1
9188	3192	1
399687	4660	1
79672	124739	1
131544	11116	1
351	140545	1
3725	25873	1
2335	2885	1
113130	9368	1
310	7321	1
26508	6498	1
11035	7168	1
51194	7186	1
131578	6602	1
51564	7360	1
10815	6616	1
6790	54497	1
988	23451	1
4141	4791	1
219	22803	1
10939	129831	1
2648	7316	1
773	4714	1
3326	7301	1
25988	7157	1
60493	5596	1
1054	84699	1
8570	6788	1
55832	6628	1
4137	6198	1
602	10856	1
8065	5431	1
652147	7529	1
91614	2959	1
11252	5782	1
386675	26152	1
8518	4350	1
51809	54414	1
1781	22919	1
93	7048	1
7080	6714	1
147409	256435	1
5718	7189	1
10109	5204	1
54910	200728	1
54557	6712	1
81569	7874	1
5515	9319	1
400073	11140	1
8349	10934	1
63908	6804	1
5476	10135	1
89885	132204	1
196528	1958	1
9391	8813	1
3326	5913	1
151254	56159	1
647076	55643	1
664709	9919	1
55611	5111	1
64781	3276	1
1454	28966	1
8517	8767	1
25886	6829	1
9577	3181	1
1213	7419	1
10360	100129975	1
375790	6314	1
57003	1201	1
64837	26521	1
57017	58472	1
51176	4092	1
6603	79718	1
79760	10171	1
55207	2307	1
4140	200728	1
3189	10524	1
151871	8985	1
100129492	7307	1
54439	7534	1
573	3833	1
283820	6772	1
526	26986	1
11276	27229	1
79173	7414	1
444	9657	1
435	3162	1
54971	643167	1
55748	1738	1
23246	6156	1
11345	8106	1
10979	56061	1
4701	9444	1
1398	1655	1
23492	84108	1
50	7412	1
9119	84557	1
5201	9310	1
3171	5606	1
23710	10427	1
8661	388556	1
55299	84549	1
1434	11091	1
89970	7322	1
1398	23013	1
348995	112858	1
114898	8443	1
64403	84988	1
3326	3755	1
11190	65993	1
6257	84885	1
3643	3665	1
3301	1968	1
51125	8577	1
3725	7284	1
5111	5429	1
1398	79890	1
5496	10432	1
203076	79723	1
3157	4738	1
5660	6445	1
9135	7316	1
4867	84292	1
54458	6717	1
55813	115825	1
64434	5499	1
2876	5597	1
9919	7414	1
2313	4093	1
386682	386681	1
3839	55197	1
1558	9361	1
8720	54414	1
3297	7531	1
55466	10525	1
9636	7325	1
10681	54331	1
7046	55622	1
326	2534	1
5708	7704	1
83737	162461	1
230	55968	1
2332	4222	1
1399	9046	1
284992	2801	1
84708	80764	1
9861	8407	1
51491	83759	1
79913	29844	1
4221	5430	1
3611	5267	1
84665	27295	1
10013	5536	1
10539	55521	1
7128	79155	1
9318	9641	1
90459	4109	1
4171	100129237	1
28974	3192	1
4864	10577	1
4738	7345	1
642521	11340	1
51434	10987	1
23291	3326	1
6310	165530	1
8655	23074	1
632	5501	1
2212	7316	1
908	347733	1
8065	664709	1
8290	4205	1
472	29126	1
3735	27338	1
1999	337880	1
348174	4189	1
9555	8405	1
1017	8848	1
2739	5223	1
8544	4093	1
5684	63027	1
9296	387522	1
2289	91662	1
23405	25953	1
55679	388677	1
6622	10250	1
7203	5515	1
2874	9611	1
7681	11030	1
91409	5704	1
2932	51631	1
4704	7385	1
27125	23019	1
10980	78987	1
6717	7412	1
5371	5914	1
8065	1655	1
133957	9218	1
29886	55055	1
580	7321	1
3298	8471	1
5962	8407	1
10198	65125	1
729340	391656	1
6453	9652	1
7298	79038	1
1600	337972	1
375	7412	1
221662	5268	1
55795	5562	1
9659	6622	1
5295	29886	1
3915	23557	1
2885	152503	1
79959	400652	1
960	57661	1
1822	6477	1
4998	54107	1
3725	4088	1
5300	9088	1
6533	200728	1
116224	54386	1
6902	23043	1
11234	5261	1
55536	287015	1
65003	25813	1
10148	246778	1
83759	7153	1
55968	23435	1
728698	27250	1
410	5480	1
9677	55854	1
1627	23118	1
27023	7157	1
8878	8408	1
2885	114824	1
8312	5525	1
3065	7161	1
2035	7247	1
26278	23650	1
6310	118738	1
3476	5888	1
5355	7428	1
114932	6386	1
9531	3308	1
4041	54956	1
1017	55957	1
23367	6191	1
84991	23451	1
653773	400652	1
8314	5496	1
51021	64432	1
665	64581	1
3204	3726	1
153241	54930	1
10284	7532	1
80184	9702	1
64147	84445	1
119391	7020	1
5594	6241	1
1137	1141	1
10585	353174	1
57092	54386	1
1650	6747	1
124790	10253	1
10513	6882	1
10241	55110	1
1794	386676	1
204851	6498	1
10058	2319	1
441282	2739	1
728698	8270	1
22920	8260	1
54606	7307	1
1839	7704	1
55702	10452	1
200186	121441	1
80776	56252	1
79017	3704	1
6176	6194	1
89885	9117	1
80254	54930	1
10611	5887	1
54556	83878	1
8452	9688	1
84514	64091	1
4673	10010	1
79080	114548	1
26227	6233	1
6310	389874	1
3717	6513	1
8317	54623	1
